nohup: ignoring input
============================================================
AGIFORMER PHASE 7: Curriculum Learning & Neuroplasticity
============================================================
Model: 31,199,792 parameters
Device: cuda
/home/ubuntu/agi-former/train_curriculum.py:74: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Starting Curriculum Training...

[Curriculum] Initializing Stage 1: Lexical Grounding (Dictionary)

*** CURRICULUM ALERT: Advancing to Stage 1 ***
/home/ubuntu/agi-former/train_curriculum.py:120: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=(DEVICE=='cuda')):
Step 0: Loss=5.5744 | BPC=8.0422 | Alpha=0.10 | LR=3.00e-06
Step 8350: Loss=1.4097 | BPC=2.0337 | Alpha=0.99 | LR=3.00e-04
Step 8360: Loss=1.4528 | BPC=2.0959 | Alpha=0.99 | LR=3.00e-04
Step 8370: Loss=1.6118 | BPC=2.3253 | Alpha=0.99 | LR=3.00e-04
Step 8380: Loss=1.3343 | BPC=1.9250 | Alpha=0.99 | LR=3.00e-04
Step 8390: Loss=1.4046 | BPC=2.0265 | Alpha=0.99 | LR=3.00e-04
Step 8400: Loss=1.8056 | BPC=2.6050 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4636 | BPC = 2.1115 --
Step 8410: Loss=1.6143 | BPC=2.3289 | Alpha=0.99 | LR=3.00e-04
Step 8420: Loss=1.4668 | BPC=2.1161 | Alpha=0.99 | LR=3.00e-04
Step 8430: Loss=1.4667 | BPC=2.1160 | Alpha=0.99 | LR=3.00e-04
Step 8440: Loss=1.3107 | BPC=1.8909 | Alpha=0.99 | LR=3.00e-04
Step 8450: Loss=1.6467 | BPC=2.3757 | Alpha=0.99 | LR=3.00e-04
Step 8460: Loss=1.5719 | BPC=2.2678 | Alpha=0.99 | LR=3.00e-04
Step 8470: Loss=1.4934 | BPC=2.1545 | Alpha=0.99 | LR=3.00e-04
Step 8480: Loss=1.5342 | BPC=2.2134 | Alpha=0.99 | LR=3.00e-04
Step 8490: Loss=1.4048 | BPC=2.0266 | Alpha=0.99 | LR=3.00e-04
Step 8500: Loss=1.5123 | BPC=2.1818 | Alpha=0.99 | LR=3.00e-04
Step 8510: Loss=1.4249 | BPC=2.0557 | Alpha=0.99 | LR=3.00e-04
Step 8520: Loss=1.3803 | BPC=1.9913 | Alpha=0.99 | LR=3.00e-04
Step 8530: Loss=1.4142 | BPC=2.0403 | Alpha=0.99 | LR=3.00e-04
Step 8540: Loss=1.3973 | BPC=2.0158 | Alpha=0.99 | LR=3.00e-04
Step 8550: Loss=1.3725 | BPC=1.9801 | Alpha=0.99 | LR=3.00e-04
Step 8560: Loss=1.5731 | BPC=2.2696 | Alpha=0.99 | LR=3.00e-04
Step 8570: Loss=1.4658 | BPC=2.1147 | Alpha=0.99 | LR=3.00e-04
Step 8580: Loss=1.3829 | BPC=1.9952 | Alpha=0.99 | LR=3.00e-04
Step 8590: Loss=1.5022 | BPC=2.1672 | Alpha=0.99 | LR=3.00e-04
Step 8600: Loss=1.3426 | BPC=1.9370 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4450 | BPC = 2.0847 --
Saved best_model_curriculum.pth
Step 8610: Loss=1.4711 | BPC=2.1223 | Alpha=0.99 | LR=3.00e-04
Step 8620: Loss=1.6614 | BPC=2.3969 | Alpha=0.99 | LR=3.00e-04
Step 8630: Loss=1.5334 | BPC=2.2122 | Alpha=0.99 | LR=3.00e-04
Step 8640: Loss=1.4629 | BPC=2.1105 | Alpha=0.99 | LR=3.00e-04
Step 8650: Loss=1.4052 | BPC=2.0273 | Alpha=0.99 | LR=3.00e-04
Step 8660: Loss=1.3922 | BPC=2.0085 | Alpha=0.99 | LR=3.00e-04
Step 8670: Loss=1.3182 | BPC=1.9017 | Alpha=0.99 | LR=3.00e-04
Step 8680: Loss=1.7222 | BPC=2.4846 | Alpha=0.99 | LR=3.00e-04
Step 8690: Loss=1.4993 | BPC=2.1630 | Alpha=0.99 | LR=3.00e-04
Step 8700: Loss=1.4356 | BPC=2.0711 | Alpha=0.99 | LR=3.00e-04
Step 8710: Loss=1.4169 | BPC=2.0442 | Alpha=0.99 | LR=3.00e-04
Step 8720: Loss=1.5425 | BPC=2.2253 | Alpha=0.99 | LR=3.00e-04
Step 8730: Loss=1.3553 | BPC=1.9553 | Alpha=0.99 | LR=3.00e-04
Step 8740: Loss=1.4176 | BPC=2.0452 | Alpha=0.99 | LR=3.00e-04
Step 8750: Loss=1.4294 | BPC=2.0622 | Alpha=0.99 | LR=3.00e-04
Step 8760: Loss=1.6014 | BPC=2.3104 | Alpha=0.99 | LR=3.00e-04
Step 8770: Loss=1.4757 | BPC=2.1289 | Alpha=0.99 | LR=3.00e-04
Step 8780: Loss=1.6325 | BPC=2.3553 | Alpha=0.99 | LR=3.00e-04
Step 8790: Loss=1.4068 | BPC=2.0296 | Alpha=0.99 | LR=3.00e-04
Step 8800: Loss=1.2890 | BPC=1.8597 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4302 | BPC = 2.0634 --
Saved best_model_curriculum.pth
Step 8810: Loss=1.3974 | BPC=2.0161 | Alpha=0.99 | LR=3.00e-04
Step 8820: Loss=1.4564 | BPC=2.1011 | Alpha=0.99 | LR=3.00e-04
Step 8830: Loss=1.4070 | BPC=2.0298 | Alpha=0.99 | LR=3.00e-04
Step 8840: Loss=1.4888 | BPC=2.1478 | Alpha=0.99 | LR=3.00e-04
Step 8850: Loss=1.7290 | BPC=2.4944 | Alpha=0.99 | LR=3.00e-04
Step 8860: Loss=1.3501 | BPC=1.9478 | Alpha=0.99 | LR=3.00e-04
Step 8870: Loss=1.3465 | BPC=1.9426 | Alpha=0.99 | LR=3.00e-04
Step 8880: Loss=1.4259 | BPC=2.0572 | Alpha=0.99 | LR=3.00e-04
Step 8890: Loss=1.4783 | BPC=2.1327 | Alpha=0.99 | LR=3.00e-04
Step 8900: Loss=1.5373 | BPC=2.2178 | Alpha=0.99 | LR=3.00e-04
Step 8910: Loss=1.4422 | BPC=2.0807 | Alpha=0.99 | LR=3.00e-04
Step 8920: Loss=1.3613 | BPC=1.9639 | Alpha=0.99 | LR=3.00e-04
Step 8930: Loss=1.3958 | BPC=2.0137 | Alpha=0.99 | LR=3.00e-04
Step 8940: Loss=1.5533 | BPC=2.2410 | Alpha=0.99 | LR=3.00e-04
Step 8950: Loss=1.5965 | BPC=2.3033 | Alpha=0.99 | LR=3.00e-04
Step 8960: Loss=1.4480 | BPC=2.0890 | Alpha=0.99 | LR=3.00e-04
Step 8970: Loss=1.4257 | BPC=2.0568 | Alpha=0.99 | LR=3.00e-04
Step 8980: Loss=1.2686 | BPC=1.8302 | Alpha=0.99 | LR=3.00e-04
Step 8990: Loss=1.7143 | BPC=2.4732 | Alpha=0.99 | LR=3.00e-04
Step 9000: Loss=1.6803 | BPC=2.4241 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4106 | BPC = 2.0350 --
Saved best_model_curriculum.pth
Step 9010: Loss=1.6386 | BPC=2.3640 | Alpha=0.99 | LR=3.00e-04
Step 9020: Loss=1.4533 | BPC=2.0967 | Alpha=0.99 | LR=3.00e-04
Step 9030: Loss=1.3066 | BPC=1.8850 | Alpha=0.99 | LR=3.00e-04
Step 9040: Loss=1.4081 | BPC=2.0314 | Alpha=0.99 | LR=3.00e-04
Step 9050: Loss=1.3088 | BPC=1.8883 | Alpha=0.99 | LR=3.00e-04
Step 9060: Loss=1.5379 | BPC=2.2187 | Alpha=0.99 | LR=3.00e-04
Step 9070: Loss=1.3865 | BPC=2.0003 | Alpha=0.99 | LR=3.00e-04
Step 9080: Loss=1.3870 | BPC=2.0011 | Alpha=0.99 | LR=3.00e-04
Step 9090: Loss=1.4311 | BPC=2.0647 | Alpha=0.99 | LR=3.00e-04
Step 9100: Loss=2.2959 | BPC=3.3123 | Alpha=0.99 | LR=3.00e-04
Step 9110: Loss=1.4767 | BPC=2.1304 | Alpha=0.99 | LR=3.00e-04
Step 9120: Loss=1.4692 | BPC=2.1196 | Alpha=0.99 | LR=3.00e-04
Step 9130: Loss=1.3241 | BPC=1.9103 | Alpha=0.99 | LR=3.00e-04
Step 9140: Loss=1.2900 | BPC=1.8611 | Alpha=0.99 | LR=3.00e-04
Step 9150: Loss=1.3858 | BPC=1.9992 | Alpha=0.99 | LR=3.00e-04
Step 9160: Loss=1.2577 | BPC=1.8145 | Alpha=0.99 | LR=3.00e-04
Step 9170: Loss=1.7288 | BPC=2.4942 | Alpha=0.99 | LR=3.00e-04
Step 9180: Loss=1.4624 | BPC=2.1098 | Alpha=0.99 | LR=3.00e-04
Step 9190: Loss=1.4803 | BPC=2.1356 | Alpha=0.99 | LR=3.00e-04
Step 9200: Loss=1.5004 | BPC=2.1646 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4205 | BPC = 2.0494 --
Step 9210: Loss=1.3449 | BPC=1.9403 | Alpha=0.99 | LR=3.00e-04
Step 9220: Loss=1.6308 | BPC=2.3528 | Alpha=0.99 | LR=3.00e-04
Step 9230: Loss=1.3751 | BPC=1.9839 | Alpha=0.99 | LR=3.00e-04
Step 9240: Loss=1.4330 | BPC=2.0673 | Alpha=0.99 | LR=3.00e-04
Step 9250: Loss=1.3894 | BPC=2.0045 | Alpha=0.99 | LR=3.00e-04
Step 9260: Loss=1.3575 | BPC=1.9585 | Alpha=0.99 | LR=3.00e-04
Step 9270: Loss=1.4229 | BPC=2.0529 | Alpha=0.99 | LR=3.00e-04
Step 9280: Loss=1.4659 | BPC=2.1149 | Alpha=0.99 | LR=3.00e-04
Step 9290: Loss=1.8253 | BPC=2.6333 | Alpha=0.99 | LR=3.00e-04
Step 9300: Loss=1.3853 | BPC=1.9985 | Alpha=0.99 | LR=3.00e-04
Step 9310: Loss=1.4304 | BPC=2.0637 | Alpha=0.99 | LR=3.00e-04
Step 9320: Loss=1.3862 | BPC=1.9999 | Alpha=0.99 | LR=3.00e-04
Step 9330: Loss=1.4730 | BPC=2.1250 | Alpha=0.99 | LR=3.00e-04
Step 9340: Loss=1.6410 | BPC=2.3674 | Alpha=0.99 | LR=3.00e-04
Step 9350: Loss=1.4546 | BPC=2.0985 | Alpha=0.99 | LR=3.00e-04
Step 9360: Loss=1.4912 | BPC=2.1513 | Alpha=0.99 | LR=3.00e-04
Step 9370: Loss=1.4614 | BPC=2.1083 | Alpha=0.99 | LR=3.00e-04
Step 9380: Loss=1.4699 | BPC=2.1206 | Alpha=0.99 | LR=3.00e-04
Step 9390: Loss=1.5779 | BPC=2.2764 | Alpha=0.99 | LR=3.00e-04
Step 9400: Loss=1.3385 | BPC=1.9310 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3977 | BPC = 2.0165 --
Saved best_model_curriculum.pth
Step 9410: Loss=1.3769 | BPC=1.9865 | Alpha=0.99 | LR=3.00e-04
Step 9420: Loss=1.7018 | BPC=2.4552 | Alpha=0.99 | LR=3.00e-04
Step 9430: Loss=1.3987 | BPC=2.0179 | Alpha=0.99 | LR=3.00e-04
Step 9440: Loss=1.3347 | BPC=1.9256 | Alpha=0.99 | LR=3.00e-04
Step 9450: Loss=1.5477 | BPC=2.2329 | Alpha=0.99 | LR=3.00e-04
Step 9460: Loss=1.4589 | BPC=2.1047 | Alpha=0.99 | LR=3.00e-04
Step 9470: Loss=1.3415 | BPC=1.9354 | Alpha=0.99 | LR=3.00e-04
Step 9480: Loss=1.5505 | BPC=2.2369 | Alpha=0.99 | LR=3.00e-04
Step 9490: Loss=1.3779 | BPC=1.9879 | Alpha=0.99 | LR=3.00e-04
Step 9500: Loss=1.3684 | BPC=1.9742 | Alpha=0.99 | LR=3.00e-04
Step 9510: Loss=1.4185 | BPC=2.0464 | Alpha=0.99 | LR=3.00e-04
Step 9520: Loss=1.5551 | BPC=2.2436 | Alpha=0.99 | LR=3.00e-04
Step 9530: Loss=1.5110 | BPC=2.1800 | Alpha=0.99 | LR=3.00e-04
Step 9540: Loss=1.5504 | BPC=2.2367 | Alpha=0.99 | LR=3.00e-04
Step 9550: Loss=1.2831 | BPC=1.8512 | Alpha=0.99 | LR=3.00e-04
Step 9560: Loss=1.4430 | BPC=2.0819 | Alpha=0.99 | LR=3.00e-04
Step 9570: Loss=1.4199 | BPC=2.0484 | Alpha=0.99 | LR=3.00e-04
Step 9580: Loss=1.4457 | BPC=2.0857 | Alpha=0.99 | LR=3.00e-04
Step 9590: Loss=1.6822 | BPC=2.4269 | Alpha=0.99 | LR=3.00e-04
Step 9600: Loss=1.3707 | BPC=1.9774 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3889 | BPC = 2.0038 --
Saved best_model_curriculum.pth
Step 9610: Loss=1.3833 | BPC=1.9956 | Alpha=0.99 | LR=3.00e-04
Step 9620: Loss=1.4720 | BPC=2.1236 | Alpha=0.99 | LR=3.00e-04
Step 9630: Loss=1.4925 | BPC=2.1533 | Alpha=0.99 | LR=3.00e-04
Step 9640: Loss=1.4979 | BPC=2.1610 | Alpha=0.99 | LR=3.00e-04
Step 9650: Loss=1.4210 | BPC=2.0501 | Alpha=0.99 | LR=3.00e-04
Step 9660: Loss=1.5696 | BPC=2.2644 | Alpha=0.99 | LR=3.00e-04
Step 9670: Loss=1.4214 | BPC=2.0507 | Alpha=0.99 | LR=3.00e-04
Step 9680: Loss=1.2975 | BPC=1.8719 | Alpha=0.99 | LR=3.00e-04
Step 9690: Loss=1.4958 | BPC=2.1580 | Alpha=0.99 | LR=3.00e-04
Step 9700: Loss=1.4387 | BPC=2.0756 | Alpha=0.99 | LR=3.00e-04
Step 9710: Loss=1.5506 | BPC=2.2371 | Alpha=0.99 | LR=3.00e-04
Step 9720: Loss=1.4090 | BPC=2.0328 | Alpha=0.99 | LR=3.00e-04
Step 9730: Loss=1.3386 | BPC=1.9313 | Alpha=0.99 | LR=3.00e-04
Step 9740: Loss=1.3825 | BPC=1.9945 | Alpha=0.99 | LR=3.00e-04
Step 9750: Loss=1.6256 | BPC=2.3453 | Alpha=0.99 | LR=3.00e-04
Step 9760: Loss=1.5275 | BPC=2.2038 | Alpha=0.99 | LR=3.00e-04
Step 9770: Loss=1.4195 | BPC=2.0479 | Alpha=0.99 | LR=3.00e-04
Step 9780: Loss=1.7074 | BPC=2.4632 | Alpha=0.99 | LR=3.00e-04
Step 9790: Loss=1.4137 | BPC=2.0395 | Alpha=0.99 | LR=3.00e-04
Step 9800: Loss=1.5122 | BPC=2.1817 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3841 | BPC = 1.9968 --
Saved best_model_curriculum.pth
Step 9810: Loss=1.2868 | BPC=1.8565 | Alpha=0.99 | LR=3.00e-04
Step 9820: Loss=1.3049 | BPC=1.8826 | Alpha=0.99 | LR=3.00e-04
Step 9830: Loss=1.4007 | BPC=2.0208 | Alpha=0.99 | LR=3.00e-04
Step 9840: Loss=1.6022 | BPC=2.3115 | Alpha=0.99 | LR=3.00e-04
Step 9850: Loss=1.5065 | BPC=2.1734 | Alpha=0.99 | LR=3.00e-04
Step 9860: Loss=1.7103 | BPC=2.4675 | Alpha=0.99 | LR=3.00e-04
Step 9870: Loss=1.3373 | BPC=1.9293 | Alpha=0.99 | LR=3.00e-04
Step 9880: Loss=1.3274 | BPC=1.9150 | Alpha=0.99 | LR=3.00e-04
Step 9890: Loss=1.3357 | BPC=1.9270 | Alpha=0.99 | LR=3.00e-04
Step 9900: Loss=1.3500 | BPC=1.9476 | Alpha=0.99 | LR=3.00e-04
Step 9910: Loss=1.4535 | BPC=2.0969 | Alpha=0.99 | LR=3.00e-04
Step 9920: Loss=1.5862 | BPC=2.2884 | Alpha=0.99 | LR=3.00e-04
Step 9930: Loss=1.3312 | BPC=1.9204 | Alpha=0.99 | LR=3.00e-04
Step 9940: Loss=1.4032 | BPC=2.0244 | Alpha=0.99 | LR=3.00e-04
Step 9950: Loss=1.3893 | BPC=2.0043 | Alpha=0.99 | LR=3.00e-04
Step 9960: Loss=1.5420 | BPC=2.2247 | Alpha=0.99 | LR=3.00e-04
Step 9970: Loss=1.3263 | BPC=1.9134 | Alpha=0.99 | LR=3.00e-04
Step 9980: Loss=1.4902 | BPC=2.1499 | Alpha=0.99 | LR=3.00e-04
Step 9990: Loss=1.5397 | BPC=2.2213 | Alpha=0.99 | LR=3.00e-04
Step 10000: Loss=1.3450 | BPC=1.9405 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3776 | BPC = 1.9875 --
Saved best_model_curriculum.pth
Step 10010: Loss=1.2897 | BPC=1.8607 | Alpha=0.99 | LR=3.00e-04
Step 10020: Loss=1.4765 | BPC=2.1302 | Alpha=0.99 | LR=3.00e-04
Step 10030: Loss=1.4464 | BPC=2.0867 | Alpha=0.99 | LR=3.00e-04
Step 10040: Loss=1.4087 | BPC=2.0324 | Alpha=0.99 | LR=3.00e-04
Step 10050: Loss=1.5110 | BPC=2.1798 | Alpha=0.99 | LR=3.00e-04
Step 10060: Loss=1.5559 | BPC=2.2446 | Alpha=0.99 | LR=3.00e-04
Step 10070: Loss=1.5438 | BPC=2.2272 | Alpha=0.99 | LR=3.00e-04
Step 10080: Loss=1.3069 | BPC=1.8854 | Alpha=0.99 | LR=3.00e-04
Step 10090: Loss=1.4102 | BPC=2.0346 | Alpha=0.99 | LR=3.00e-04
Step 10100: Loss=1.4330 | BPC=2.0673 | Alpha=0.99 | LR=3.00e-04
Step 10110: Loss=1.3738 | BPC=1.9820 | Alpha=0.99 | LR=3.00e-04
Step 10120: Loss=1.5333 | BPC=2.2121 | Alpha=0.99 | LR=3.00e-04
Step 10130: Loss=1.5706 | BPC=2.2659 | Alpha=0.99 | LR=3.00e-04
Step 10140: Loss=1.3810 | BPC=1.9924 | Alpha=0.99 | LR=3.00e-04
Step 10150: Loss=1.3750 | BPC=1.9837 | Alpha=0.99 | LR=3.00e-04
Step 10160: Loss=1.5359 | BPC=2.2158 | Alpha=0.99 | LR=3.00e-04
Step 10170: Loss=1.2839 | BPC=1.8522 | Alpha=0.99 | LR=3.00e-04
Step 10180: Loss=1.3655 | BPC=1.9700 | Alpha=0.99 | LR=3.00e-04
Step 10190: Loss=1.4474 | BPC=2.0882 | Alpha=0.99 | LR=3.00e-04
Step 10200: Loss=1.4749 | BPC=2.1279 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3903 | BPC = 2.0058 --
Step 10210: Loss=1.4466 | BPC=2.0870 | Alpha=0.99 | LR=3.00e-04
Step 10220: Loss=1.3067 | BPC=1.8852 | Alpha=0.99 | LR=3.00e-04
Step 10230: Loss=1.3468 | BPC=1.9430 | Alpha=0.99 | LR=3.00e-04
Step 10240: Loss=1.5352 | BPC=2.2149 | Alpha=0.99 | LR=3.00e-04
Step 10250: Loss=1.4251 | BPC=2.0561 | Alpha=0.99 | LR=3.00e-04
Step 10260: Loss=1.4466 | BPC=2.0869 | Alpha=0.99 | LR=3.00e-04
Step 10270: Loss=1.5244 | BPC=2.1993 | Alpha=0.99 | LR=3.00e-04
Step 10280: Loss=1.4240 | BPC=2.0544 | Alpha=0.99 | LR=3.00e-04
Step 10290: Loss=1.3231 | BPC=1.9089 | Alpha=0.99 | LR=3.00e-04
Step 10300: Loss=1.4486 | BPC=2.0899 | Alpha=0.99 | LR=3.00e-04
Step 10310: Loss=1.3543 | BPC=1.9538 | Alpha=0.99 | LR=3.00e-04
Step 10320: Loss=1.6368 | BPC=2.3615 | Alpha=0.99 | LR=3.00e-04
Step 10330: Loss=1.3113 | BPC=1.8918 | Alpha=0.99 | LR=3.00e-04
Step 10340: Loss=1.4839 | BPC=2.1407 | Alpha=0.99 | LR=3.00e-04
Step 10350: Loss=1.4234 | BPC=2.0535 | Alpha=0.99 | LR=3.00e-04
Step 10360: Loss=1.3270 | BPC=1.9145 | Alpha=0.99 | LR=3.00e-04
Step 10370: Loss=1.3560 | BPC=1.9562 | Alpha=0.99 | LR=3.00e-04
Step 10380: Loss=1.5628 | BPC=2.2546 | Alpha=0.99 | LR=3.00e-04
Step 10390: Loss=1.2720 | BPC=1.8351 | Alpha=0.99 | LR=3.00e-04
Step 10400: Loss=1.7471 | BPC=2.5205 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3792 | BPC = 1.9897 --
Step 10410: Loss=1.3204 | BPC=1.9049 | Alpha=0.99 | LR=3.00e-04
Step 10420: Loss=1.3603 | BPC=1.9625 | Alpha=0.99 | LR=3.00e-04
Step 10430: Loss=1.7597 | BPC=2.5387 | Alpha=0.99 | LR=3.00e-04
Step 10440: Loss=1.7790 | BPC=2.5666 | Alpha=0.99 | LR=3.00e-04
Step 10450: Loss=1.5602 | BPC=2.2509 | Alpha=0.99 | LR=3.00e-04
Step 10460: Loss=1.4916 | BPC=2.1519 | Alpha=0.99 | LR=3.00e-04
Step 10470: Loss=1.3062 | BPC=1.8844 | Alpha=0.99 | LR=3.00e-04
Step 10480: Loss=1.3984 | BPC=2.0175 | Alpha=0.99 | LR=3.00e-04
Step 10490: Loss=1.2740 | BPC=1.8379 | Alpha=0.99 | LR=3.00e-04
Step 10500: Loss=1.4638 | BPC=2.1118 | Alpha=0.99 | LR=3.00e-04
Step 10510: Loss=1.3028 | BPC=1.8795 | Alpha=0.99 | LR=3.00e-04
Step 10520: Loss=1.5158 | BPC=2.1869 | Alpha=0.99 | LR=3.00e-04
Step 10530: Loss=1.3760 | BPC=1.9851 | Alpha=0.99 | LR=3.00e-04
Step 10540: Loss=1.4226 | BPC=2.0524 | Alpha=0.99 | LR=3.00e-04
Step 10550: Loss=1.4301 | BPC=2.0632 | Alpha=0.99 | LR=3.00e-04
Step 10560: Loss=1.6324 | BPC=2.3551 | Alpha=0.99 | LR=3.00e-04
Step 10570: Loss=1.5111 | BPC=2.1801 | Alpha=0.99 | LR=3.00e-04
Step 10580: Loss=1.4701 | BPC=2.1208 | Alpha=0.99 | LR=3.00e-04
Step 10590: Loss=1.5163 | BPC=2.1876 | Alpha=0.99 | LR=3.00e-04
Step 10600: Loss=1.3075 | BPC=1.8864 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3891 | BPC = 2.0040 --
Step 10610: Loss=1.3588 | BPC=1.9603 | Alpha=0.99 | LR=3.00e-04
Step 10620: Loss=1.2970 | BPC=1.8712 | Alpha=0.99 | LR=3.00e-04
Step 10630: Loss=1.2708 | BPC=1.8333 | Alpha=0.99 | LR=3.00e-04
Step 10640: Loss=1.3694 | BPC=1.9756 | Alpha=0.99 | LR=3.00e-04
Step 10650: Loss=1.3529 | BPC=1.9519 | Alpha=0.99 | LR=3.00e-04
Step 10660: Loss=1.6314 | BPC=2.3536 | Alpha=0.99 | LR=3.00e-04
Step 10670: Loss=1.4772 | BPC=2.1311 | Alpha=0.99 | LR=3.00e-04
Step 10680: Loss=1.5252 | BPC=2.2004 | Alpha=0.99 | LR=3.00e-04
Step 10690: Loss=1.5739 | BPC=2.2707 | Alpha=0.99 | LR=3.00e-04
Step 10700: Loss=1.4286 | BPC=2.0611 | Alpha=0.99 | LR=3.00e-04
Step 10710: Loss=1.2791 | BPC=1.8454 | Alpha=0.99 | LR=3.00e-04
Step 10720: Loss=1.5955 | BPC=2.3018 | Alpha=0.99 | LR=3.00e-04
Step 10730: Loss=1.3643 | BPC=1.9683 | Alpha=0.99 | LR=3.00e-04
Step 10740: Loss=1.3389 | BPC=1.9317 | Alpha=0.99 | LR=3.00e-04
Step 10750: Loss=1.3318 | BPC=1.9214 | Alpha=0.99 | LR=3.00e-04
Step 10760: Loss=1.3406 | BPC=1.9341 | Alpha=0.99 | LR=3.00e-04
Step 10770: Loss=1.3922 | BPC=2.0085 | Alpha=0.99 | LR=3.00e-04
Step 10780: Loss=1.2654 | BPC=1.8256 | Alpha=0.99 | LR=3.00e-04
Step 10790: Loss=1.4415 | BPC=2.0796 | Alpha=0.99 | LR=3.00e-04
Step 10800: Loss=1.5024 | BPC=2.1675 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3798 | BPC = 1.9906 --
Step 10810: Loss=1.4240 | BPC=2.0544 | Alpha=0.99 | LR=3.00e-04
Step 10820: Loss=1.3891 | BPC=2.0041 | Alpha=0.99 | LR=3.00e-04
Step 10830: Loss=1.4811 | BPC=2.1368 | Alpha=0.99 | LR=3.00e-04
Step 10840: Loss=1.3681 | BPC=1.9737 | Alpha=0.99 | LR=3.00e-04
Step 10850: Loss=1.3441 | BPC=1.9391 | Alpha=0.99 | LR=3.00e-04
Step 10860: Loss=1.3780 | BPC=1.9881 | Alpha=0.99 | LR=3.00e-04
Step 10870: Loss=1.2732 | BPC=1.8368 | Alpha=0.99 | LR=3.00e-04
Step 10880: Loss=1.5964 | BPC=2.3031 | Alpha=0.99 | LR=3.00e-04
Step 10890: Loss=1.2060 | BPC=1.7399 | Alpha=0.99 | LR=3.00e-04
Step 10900: Loss=1.3793 | BPC=1.9899 | Alpha=0.99 | LR=3.00e-04
Step 10910: Loss=1.3828 | BPC=1.9950 | Alpha=0.99 | LR=3.00e-04
Step 10920: Loss=1.4301 | BPC=2.0632 | Alpha=0.99 | LR=3.00e-04
Step 10930: Loss=1.3351 | BPC=1.9262 | Alpha=0.99 | LR=3.00e-04
Step 10940: Loss=1.7111 | BPC=2.4687 | Alpha=0.99 | LR=3.00e-04
Step 10950: Loss=1.3904 | BPC=2.0060 | Alpha=0.99 | LR=3.00e-04
Step 10960: Loss=1.3511 | BPC=1.9492 | Alpha=0.99 | LR=3.00e-04
Step 10970: Loss=1.4373 | BPC=2.0736 | Alpha=0.99 | LR=3.00e-04
Step 10980: Loss=1.2509 | BPC=1.8047 | Alpha=0.99 | LR=3.00e-04
Step 10990: Loss=1.7109 | BPC=2.4683 | Alpha=0.99 | LR=3.00e-04
Step 11000: Loss=1.4041 | BPC=2.0257 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.3622 | BPC = 1.9653 --
Saved best_model_curriculum.pth
Step 11010: Loss=1.4750 | BPC=2.1280 | Alpha=0.99 | LR=3.00e-04
Step 11020: Loss=1.3249 | BPC=1.9114 | Alpha=0.99 | LR=3.00e-04
Step 11030: Loss=1.4834 | BPC=2.1400 | Alpha=0.99 | LR=3.00e-04
Step 11040: Loss=1.3546 | BPC=1.9542 | Alpha=0.99 | LR=3.00e-04
Step 11050: Loss=1.5384 | BPC=2.2195 | Alpha=0.99 | LR=3.00e-04
Step 11060: Loss=1.3400 | BPC=1.9333 | Alpha=0.99 | LR=3.00e-04
Step 11070: Loss=1.4098 | BPC=2.0340 | Alpha=0.99 | LR=3.00e-04
Step 11080: Loss=1.3872 | BPC=2.0014 | Alpha=0.99 | LR=3.00e-04
Step 11090: Loss=1.4310 | BPC=2.0646 | Alpha=0.99 | LR=3.00e-04
Step 11100: Loss=1.5330 | BPC=2.2117 | Alpha=0.99 | LR=3.00e-04
Step 11110: Loss=2.2109 | BPC=3.1897 | Alpha=0.99 | LR=3.00e-04
Step 11120: Loss=1.3652 | BPC=1.9696 | Alpha=0.99 | LR=3.00e-04
Step 11130: Loss=1.4691 | BPC=2.1195 | Alpha=0.99 | LR=3.00e-04
Step 11140: Loss=1.2750 | BPC=1.8394 | Alpha=0.99 | LR=3.00e-04
Step 11150: Loss=1.6822 | BPC=2.4269 | Alpha=0.99 | LR=3.00e-04
Step 11160: Loss=1.6712 | BPC=2.4110 | Alpha=0.99 | LR=3.00e-04
